Brand,Model,Model_Type,Seats,Colors,Fuel_Type,Transmission,On_Road_Price,Location,Availability
BYD,Atto 3,SUV,5 Seater,4 color,Electric,Automatic,₹25.86 L,Delhi,Unavailable
BYD,Seal,Sedan,5 Seater,4 color,Electric,Automatic,₹47.26 L,Delhi,Unavailable
Audi,A8 L,Sedan,4 Seater,8 color,Petrol,Automatic,₹1.84 Cr,Delhi,Unavailable
Jeep,Wrangler,SUV,5 Seater,5 color,Petrol,Automatic,₹76.56 L,Delhi,Unavailable
Ferrari,296 GTB,Coupe,2 Seater,8 color,Petrol,Automatic,₹6.09 Cr,Delhi,Unavailable
Ferrari,296 GTS,Convertible,2 Seater,8 color,Petrol,Automatic,₹7.04 Cr,Delhi,Unavailable
Ferrari,F8 Tributo,Coupe,2 Seater,15 color,Petrol,Automatic,₹4.54 Cr,Delhi,Unavailable
Ferrari,Portofino,Convertible,4 Seater,14 color,Petrol,Automatic,₹3.95 Cr,Delhi,Unavailable
Audi,e-tron Sportback,SUV,5 Seater,9 color,Electric,Automatic,₹1.24 Cr,Delhi,Unavailable
BMW,Z4,Convertible,2 Seater,7 color,Petrol,Automatic,₹1.06 Cr,Delhi,Unavailable
Audi,Q3,SUV,5 Seater,5 color,Petrol,Automatic,₹63.88 L,Delhi,Unavailable
Audi,Q3 Sportback,SUV,5 Seater,4 color,Petrol,Automatic,₹65.37 L,Delhi,Unavailable
Audi,Q5,SUV,5 Seater,4 color,Petrol,Automatic,₹84.61 L,Delhi,Unavailable
Mercedes-Benz,AMG GLC43 Coupe,Coupe,5 Seater,5 color,Petrol,Automatic,₹1.28 Cr,Delhi,Unavailable
Land Rover,Defender,SUV,5 Seater,6 color,Petrol,Automatic,₹2.49 Cr,Delhi,Discontinued
Audi,A6,Sedan,5 Seater,5 color,Petrol,Automatic,₹75.18 L,Delhi,Unavailable
Audi,e-tron,SUV,5 Seater,8 color,Electric,Automatic,₹1.29 Cr,Delhi,Unavailable
Audi,A4,Sedan,5 Seater,5 color,Petrol,Automatic,₹54.00 L,Delhi,Unavailable
Land Rover,Range Rover,SUV,7 Seater,8 color,Petrol,Automatic,₹2.87 Cr,Delhi,Discontinued
Jeep,Wrangler,SUV,5 Seater,5 color,Petrol,Automatic,₹76.56 L,Delhi,Unavailable
Ferrari,296 GTB,Coupe,2 Seater,8 color,Petrol,Automatic,₹6.09 Cr,Delhi,Unavailable
Ferrari,296 GTS,Convertible,2 Seater,8 color,Petrol,Automatic,₹7.04 Cr,Delhi,Unavailable
Ferrari,F8 Tributo,Coupe,2 Seater,15 color,Petrol,Automatic,₹4.54 Cr,Delhi,Unavailable
Ferrari,Portofino,Convertible,4 Seater,14 color,Petrol,Automatic,₹3.95 Cr,Delhi,Unavailable
Audi,e-tron Sportback,SUV,5 Seater,9 color,Electric,Automatic,₹1.24 Cr,Delhi,Unavailable
BMW,Z4,Convertible,2 Seater,7 color,Petrol,Automatic,₹1.06 Cr,Delhi,Unavailable
Audi,Q3,SUV,5 Seater,5 color,Petrol,Automatic,₹63.88 L,Delhi,Unavailable
Audi,Q3 Sportback,SUV,5 Seater,4 color,Petrol,Automatic,₹65.37 L,Delhi,Unavailable
Audi,Q5,SUV,5 Seater,4 color,Petrol,Automatic,₹84.61 L,Delhi,Unavailable
Mercedes-Benz,AMG GLC43 Coupe,Coupe,5 Seater,5 color,Petrol,Automatic,₹1.28 Cr,Delhi,Unavailable
Land Rover,Defender,SUV,5 Seater,6 color,Petrol,Automatic,₹2.49 Cr,Delhi,Discontinued
Audi,A6,Sedan,5 Seater,5 color,Petrol,Automatic,₹75.18 L,Delhi,Unavailable
Audi,e-tron,SUV,5 Seater,8 color,Electric,Automatic,₹1.29 Cr,Delhi,Unavailable
Audi,A4,Sedan,5 Seater,5 color,Petrol,Automatic,₹54.00 L,Delhi,Unavailable
Land Rover,Range Rover,SUV,7 Seater,8 color,Petrol,Automatic,₹2.87 Cr,Delhi,Discontinued
Hyundai,Creta,SUV,5 Seater,11 color,Petrol,Manual,₹12.84 L,Faridabad,Available
Hyundai,Venue,SUV,5 Seater,4 color,Petrol,Manual,₹9.17 L,Faridabad,Available
Kia,Sonet,SUV,5 Seater,7 color,Petrol,Manual,₹9.55 L,Faridabad,Available
Kia,Syros,SUV,5 Seater,8 color,Petrol,Manual,₹10.66 L,Faridabad,Available
Maruti Suzuki,Baleno (2022-2025),Hatchback,5 Seater,6 color,Petrol,Manual,₹7.63 L,Faridabad,Available
Maruti Suzuki,Brezza,SUV,5 Seater,5 color,Petrol,Manual,₹9.75 L,Faridabad,Available
Maruti Suzuki,Grand Vitara,SUV,5 Seater,1 color,Petrol,Manual,₹12.82 L,Faridabad,Available
Mahindra,XUV700,SUV,7 Seater,5 color,Diesel,Manual,₹18.11 L,Faridabad,Available
Mahindra,Scorpio-N,SUV,7 Seater,7 color,Petrol,Manual,₹24.96 L,Faridabad,Available
Tata,Punch,SUV,5 Seater,2 color,Petrol,Manual,₹6.73 L,Faridabad,Available
Tata,Nexon,SUV,5 Seater,2 color,CNG,Manual,₹10.13 L,Faridabad,Available
Hyundai,Grand i10 Nios,Hatchback,5 Seater,3 color,Petrol,Manual,₹6.80 L,Faridabad,Available
Hyundai,Aura,Sedan,5 Seater,1 color,CNG,Manual,₹8.63 L,Faridabad,Available
Maruti Suzuki,Wagon R,Hatchback,5 Seater,3 color,Petrol,Manual,₹6.35 L,Faridabad,Available
Maruti Suzuki,Swift,Hatchback,5 Seater,4 color,Petrol,Manual,₹7.39 L,Faridabad,Available
Honda,City,Sedan,5 Seater,6 color,Petrol,Automatic,₹16.30 L,Faridabad,Available
Renault,Triber (2019-2025),MPV/MUV,7 Seater,2 color,Petrol,Manual,₹7.12 L,Faridabad,Available
Renault,Kwid,Hatchback,5 Seater,5 color,Petrol,Manual,₹5.79 L,Faridabad,Available
Renault,Kiger,SUV,5 Seater,5 color,Petrol,Manual,₹7.13 L,Faridabad,Available
Tata,Nexon EV,SUV,5 Seater,4 color,Electric,Automatic,₹14.84 L,Faridabad,Available
Maruti Suzuki,Ertiga (2022-2025),MPV/MUV,7 Seater,6 color,Petrol,Manual,₹11.33 L,Faridabad,Available
Maruti Suzuki,Celerio,Hatchback,5 Seater,6 color,Petrol,Manual,₹5.92 L,Faridabad,Available
Maruti Suzuki,XL6,SUV,6 Seater,6 color,Petrol,Manual,₹13.38 L,Faridabad,Available
Toyota,Glanza,Hatchback,5 Seater,5 color,Petrol,Manual,₹11.14 L,Faridabad,Available
Maruti Suzuki,Alto K10,Hatchback,5 Seater,6 color,Petrol,Manual,₹5.45 L,Faridabad,Available
Hyundai,Venue N-Line,SUV,5 Seater,5 color,Petrol,Manual,₹14.01 L,Faridabad,Available
Hyundai,Tucson,SUV,5 Seater,5 color,Petrol,Automatic,₹33.97 L,Faridabad,Available
Maruti Suzuki,Eeco,Minivan/Van,5 Seater,5 color,Petrol,Manual,₹6.60 L,Faridabad,Available
Toyota,Innova Crysta,SUV,8 Seater,5 color,Diesel,Manual,₹22.86 L,Faridabad,Available
Kia,Seltos,SUV,5 Seater,7 color,Petrol,Manual,₹12.73 L,Faridabad,Available
Toyota,Rumion,SUV,7 Seater,5 color,Petrol,Automatic,₹13.83 L,Faridabad,Available
Kia,Carens,SUV,7 Seater,7 color,Petrol,Manual,₹12.95 L,Faridabad,Available
Honda,Elevate,SUV,5 Seater,7 color,Petrol,Manual,₹14.26 L,Faridabad,Available
Toyota,Urban Cruiser Hyryder,SUV,5 Seater,11 color,Petrol,Automatic,₹21.66 L,Faridabad,Available
Skoda,Slavia,Sedan,5 Seater,4 color,Petrol,Manual,₹15.52 L,Faridabad,Available
Skoda,Kushaq,SUV,5 Seater,10 color,Petrol,Manual,₹17.11 L,Faridabad,Available
Hyundai,Exter,SUV,5 Seater,1 color,Petrol,Manual,₹6.81 L,Faridabad,Available
Maruti Suzuki,Fronx,SUV,5 Seater,6 color,Petrol,Manual,₹8.53 L,Faridabad,Available
Maruti Suzuki,Invicto,SUV,7 Seater,4 color,Petrol,Automatic,₹29.32 L,Faridabad,Available
Hyundai,Verna,Sedan,5 Seater,7 color,Petrol,Automatic,₹18.65 L,Faridabad,Available
Tata,Harrier,SUV,5 Seater,2 color,Diesel,Manual,₹21.57 L,Faridabad,Available
Toyota,Fortuner,SUV,7 Seater,8 color,Diesel,Manual,₹42.61 L,Faridabad,Available
Hyundai,Alcazar,SUV,7 Seater,8 color,Petrol,Manual,₹17.23 L,Faridabad,Available
Mahindra,Thar,SUV,4 Seater,5 color,Diesel,Manual,₹15.36 L,Faridabad,Available
Hyundai,IONIQ 5,SUV,5 Seater,3 color,Electric,Automatic,₹49.11 L,Faridabad,Available
Toyota,Fortuner Legender,SUV,7 Seater,1 color,Diesel,Automatic,₹51.99 L,Faridabad,Available
Mahindra,Bolero Neo,SUV,7 Seater,5 color,Diesel,Manual,₹11.68 L,Faridabad,Available
Maruti Suzuki,S-Presso,SUV,4 Seater,6 color,Petrol,Manual,₹5.50 L,Faridabad,Available
Tata,Tigor,Sedan,5 Seater,2 color,Petrol,Manual,₹6.74 L,Faridabad,Available
Tata,Tiago,Hatchback,5 Seater,2 color,Petrol,Manual,₹5.65 L,Faridabad,Available
Maruti Suzuki,Dzire,Sedan,5 Seater,6 color,Petrol,Manual,₹7.74 L,Faridabad,Available
Honda,Amaze,Sedan,5 Seater,6 color,Petrol,Manual,₹9.28 L,Faridabad,Available
Maruti Suzuki,Ignis,Hatchback,5 Seater,6 color,Petrol,Manual,₹6.51 L,Faridabad,Available
MG,Astor,SUV,5 Seater,2 color,Petrol,Manual,₹13.09 L,Faridabad,Available
MG,Gloster,SUV,7 Seater,4 color,Diesel,Automatic,₹47.04 L,Faridabad,Available
Hyundai,i20 N Line,Hatchback,5 Seater,7 color,Petrol,Manual,₹11.47 L,Faridabad,Available
Hyundai,Creta N Line,SUV,5 Seater,6 color,Petrol,Automatic,₹21.12 L,Faridabad,Available
Hyundai,Creta Electric,SUV,5 Seater,5 color,Electric,Automatic,₹20.69 L,Faridabad,Available
Maruti Suzuki,Jimny,SUV,4 Seater,5 color,Petrol,Manual,₹14.37 L,Faridabad,Available
Mahindra,XUV400,SUV,5 Seater,10 color,Electric,Automatic,₹18.29 L,Faridabad,Available
Nissan,Magnite,SUV,5 Seater,2 color,Petrol,Manual,₹7.13 L,Faridabad,Available
Tata,Safari,SUV,7 Seater,2 color,Diesel,Manual,₹17.80 L,Faridabad,Available
Tata,Curvv,SUV,5 Seater,4 color,Petrol,Manual,₹12.90 L,Faridabad,Available
MG,Comet EV,Hatchback,4 Seater,3 color,Electric,Automatic,₹9.67 L,Faridabad,Available
Mahindra,XUV 3XO,SUV,5 Seater,7 color,Petrol,Automatic,₹13.66 L,Faridabad,Available
MG,ZS EV,SUV,5 Seater,3 color,Electric,Automatic,₹20.49 L,Faridabad,Available
Tata,Tiago EV,Hatchback,5 Seater,1 color,Electric,Automatic,₹8.61 L,Faridabad,Available
Tata,Tiago NRG,Hatchback,5 Seater,4 color,Petrol,Manual,₹8.38 L,Faridabad,Available
Mahindra,BE 6,SUV,5 Seater,8 color,Electric,Automatic,₹30.02 L,Faridabad,Available
Mahindra,XEV 9e,SUV,5 Seater,7 color,Electric,Automatic,₹44.26 L,Faridabad,Available
Mahindra,Thar Roxx,SUV,5 Seater,3 color,Petrol,Manual,₹15.42 L,Faridabad,Available
MG,Hector Plus,SUV,7 Seater,4 color,Petrol,Manual,₹21.81 L,Faridabad,Available
Tata,Punch EV,SUV,5 Seater,1 color,Electric,Automatic,₹10.60 L,Faridabad,Available
Toyota,Urban Cruiser Taisor,SUV,5 Seater,4 color,Petrol,Manual,₹8.86 L,Faridabad,Available
MG,Windsor EV,SUV,5 Seater,4 color,Electric,Automatic,₹18.45 L,Faridabad,Available
Mahindra,Scorpio Classic,SUV,7 Seater,3 color,Diesel,Manual,₹16.24 L,Faridabad,Available
MG,Hector,SUV,5 Seater,3 color,Petrol,Manual,₹19.44 L,Faridabad,Available
Tata,Curvv EV,SUV,5 Seater,4 color,Electric,Automatic,₹20.28 L,Faridabad,Available
Hyundai,i20,Hatchback,5 Seater,5 color,Petrol,Manual,₹8.69 L,Faridabad,Available
Volkswagen,Virtus,Sedan,5 Seater,7 color,Petrol,Manual,₹13.17 L,Faridabad,Available
Volkswagen,Taigun,SUV,5 Seater,6 color,Petrol,Manual,₹13.43 L,Faridabad,Available
Skoda,Kylaq,SUV,5 Seater,4 color,Petrol,Manual,₹9.54 L,Faridabad,Available
Mahindra,Bolero,SUV,7 Seater,2 color,Diesel,Manual,₹11.54 L,Faridabad,Available
Volkswagen,Tiguan R-Line,SUV,5 Seater,6 color,Petrol,Automatic,₹56.77 L,Faridabad,Available
Skoda,Kodiaq,SUV,7 Seater,9 color,Petrol,Automatic,₹54.53 L,Faridabad,Available
Tata,Altroz,Hatchback,5 Seater,5 color,Petrol,Manual,₹7.89 L,Faridabad,Available
Maruti Suzuki,Ertiga,MPV/MUV,7 Seater,7 color,Petrol,Manual,₹10.14 L,Faridabad,Available
Citroen,Aircross,SUV,5 Seater,2 color,Petrol,Manual,₹9.83 L,Faridabad,Available
Maruti Suzuki,Baleno,Hatchback,5 Seater,7 color,Petrol,Manual,₹7.78 L,Faridabad,Available
Citroen,Basalt,SUV,5 Seater,2 color,Petrol,Manual,₹9.53 L,Faridabad,Available
Kia,Carens Clavis,SUV,6 Seater,7 color,Petrol,Manual,₹13.05 L,Faridabad,Available
Citroen,C3,SUV,5 Seater,4 color,Petrol,Manual,₹7.21 L,Faridabad,Available
Tata,Harrier EV,SUV,5 Seater,2 color,Electric,Automatic,₹23.69 L,Faridabad,Available
Toyota,Innova Hycross,SUV,8 Seater,7 color,Petrol,Automatic,₹23.35 L,Faridabad,Unavailable
Bentley,Bentayga,SUV,5 Seater,4 color,Petrol,Automatic,₹6.76 Cr,Faridabad,Unavailable
Mercedes-Benz,AMG EQS,Sedan,5 Seater,5 color,Electric,Automatic,₹2.52 Cr,Faridabad,Unavailable
Mercedes-Benz,EQE SUV,SUV,5 Seater,9 color,Electric,Automatic,₹1.52 Cr,Faridabad,Unavailable
Mercedes-Benz,EQS,Sedan,5 Seater,5 color,Electric,Automatic,₹1.75 Cr,Faridabad,Unavailable
Mercedes-Benz,G-Class,SUV,5 Seater,7 color,Diesel,Automatic,₹2.99 Cr,Faridabad,Unavailable
Mercedes-Benz,GLA,SUV,5 Seater,5 color,Diesel,Automatic,₹64.10 L,Faridabad,Unavailable
Jeep,Compass,SUV,5 Seater,7 color,Diesel,Manual,₹31.72 L,Faridabad,Unavailable
Citroen,E-C3,SUV,5 Seater,4 color,Electric,Automatic,₹14.02 L,Faridabad,Discontinued
Mercedes-Benz,GLB,SUV,7 Seater,5 color,Diesel,Automatic,₹83.90 L,Faridabad,Unavailable
Jeep,Meridian,SUV,7 Seater,6 color,Diesel,Automatic,₹39.86 L,Faridabad,Discontinued
Citroen,C5 Aircross,SUV,5 Seater,7 color,Diesel,Automatic,₹43.50 L,Faridabad,Discontinued
Mercedes-Benz,Maybach GLS,SUV,5 Seater,6 color,Petrol,Automatic,₹3.88 Cr,Faridabad,Unavailable
Mercedes-Benz,Maybach S-Class,Sedan,5 Seater,8 color,Petrol,Automatic,₹3.98 Cr,Faridabad,Unavailable
Mercedes-Benz,S-Class,Sedan,5 Seater,4 color,Petrol,Automatic,₹2.17 Cr,Faridabad,Unavailable
BMW,2 Series Gran Coupe,Coupe,5 Seater,1 color,Petrol,Automatic,₹51.28 L,Faridabad,Unavailable
BMW,3 Series Gran Limousine,Coupe,5 Seater,4 color,Petrol,Automatic,₹67.44 L,Faridabad,Unavailable
Lamborghini,Huracan,Coupe,2 Seater,14 color,Petrol,Automatic,₹4.21 Cr,Faridabad,Unavailable
Mahindra,Bolero Neo Plus,SUV,9 Seater,3 color,Diesel,Manual,₹13.37 L,Faridabad,Unavailable
BMW,i7,Sedan,5 Seater,8 color,Electric,Automatic,₹2.61 Cr,Faridabad,Unavailable
BMW,iX,SUV,5 Seater,7 color,Electric,Automatic,₹1.30 Cr,Faridabad,Unavailable
BMW,iX1,SUV,5 Seater,4 color,Electric,Automatic,₹72.06 L,Faridabad,Unavailable
BMW,M2,Coupe,4 Seater,5 color,Petrol,Automatic,₹1.18 Cr,Faridabad,Unavailable
BMW,M340i,Sedan,5 Seater,4 color,Petrol,Automatic,₹85.92 L,Faridabad,Unavailable
BMW,M8,Coupe,4 Seater,9 color,Petrol,Automatic,₹2.71 Cr,Faridabad,Unavailable
BMW,X3 M40i,SUV,5 Seater,2 color,Petrol,Automatic,₹95.48 L,Faridabad,Unavailable
BMW,X4 M40i,SUV,5 Seater,2 color,Petrol,Automatic,₹1.07 Cr,Faridabad,Unavailable
BMW,X5,SUV,5 Seater,3 color,Petrol,Automatic,₹1.12 Cr,Faridabad,Unavailable
Aston Martin,DBX,SUV,5 Seater,8 color,Petrol,Automatic,₹5.22 Cr,Faridabad,Unavailable
Aston Martin,Vantage,Coupe,2 Seater,6 color,Petrol,Automatic,₹4.50 Cr,Faridabad,Unavailable
BMW,i5,Sedan,5 Seater,9 color,Electric,Automatic,₹1.28 Cr,Faridabad,Unavailable
BMW,5 Series,Sedan,5 Seater,2 color,Petrol,Automatic,₹79.26 L,Faridabad,Unavailable
BYD,Atto 3,SUV,5 Seater,4 color,Electric,Automatic,₹25.86 L,Faridabad,Unavailable
BYD,Seal,Sedan,5 Seater,4 color,Electric,Automatic,₹47.26 L,Faridabad,Unavailable
Audi,A8 L,Sedan,4 Seater,8 color,Petrol,Automatic,₹1.74 Cr,Faridabad,Unavailable
BMW,i7,Sedan,5 Seater,8 color,Electric,Automatic,₹2.61 Cr,Faridabad,Unavailable
BMW,iX,SUV,5 Seater,7 color,Electric,Automatic,₹1.30 Cr,Faridabad,Unavailable
BMW,iX1,SUV,5 Seater,4 color,Electric,Automatic,₹72.06 L,Faridabad,Unavailable
BMW,M2,Coupe,4 Seater,5 color,Petrol,Automatic,₹1.18 Cr,Faridabad,Unavailable
BMW,M340i,Sedan,5 Seater,4 color,Petrol,Automatic,₹85.92 L,Faridabad,Unavailable
BMW,M8,Coupe,4 Seater,9 color,Petrol,Automatic,₹2.71 Cr,Faridabad,Unavailable
BMW,X3 M40i,SUV,5 Seater,2 color,Petrol,Automatic,₹95.48 L,Faridabad,Unavailable
BMW,X4 M40i,SUV,5 Seater,2 color,Petrol,Automatic,₹1.07 Cr,Faridabad,Unavailable
BMW,X5,SUV,5 Seater,3 color,Petrol,Automatic,₹1.12 Cr,Faridabad,Unavailable
Aston Martin,DBX,SUV,5 Seater,8 color,Petrol,Automatic,₹5.22 Cr,Faridabad,Unavailable
Aston Martin,Vantage,Coupe,2 Seater,6 color,Petrol,Automatic,₹4.50 Cr,Faridabad,Unavailable
BMW,i5,Sedan,5 Seater,9 color,Electric,Automatic,₹1.28 Cr,Faridabad,Unavailable
BMW,5 Series,Sedan,5 Seater,2 color,Petrol,Automatic,₹79.26 L,Faridabad,Unavailable
BYD,Atto 3,SUV,5 Seater,4 color,Electric,Automatic,₹25.86 L,Faridabad,Unavailable
BYD,Seal,Sedan,5 Seater,4 color,Electric,Automatic,₹47.26 L,Faridabad,Unavailable
Audi,A8 L,Sedan,4 Seater,8 color,Petrol,Automatic,₹1.74 Cr,Faridabad,Unavailable
Jeep,Wrangler,SUV,5 Seater,5 color,Petrol,Automatic,₹75.21 L,Faridabad,Unavailable
Ferrari,296 GTB,Coupe,2 Seater,8 color,Petrol,Automatic,₹6.09 Cr,Faridabad,Unavailable
Ferrari,296 GTS,Convertible,2 Seater,8 color,Petrol,Automatic,₹7.04 Cr,Faridabad,Unavailable
Ferrari,F8 Tributo,Coupe,2 Seater,15 color,Petrol,Automatic,₹4.54 Cr,Faridabad,Unavailable
Ferrari,Portofino,Convertible,4 Seater,14 color,Petrol,Automatic,₹3.95 Cr,Faridabad,Unavailable
Audi,e-tron Sportback,SUV,5 Seater,9 color,Electric,Automatic,₹1.28 Cr,Faridabad,Unavailable
BMW,Z4,Convertible,2 Seater,7 color,Petrol,Automatic,₹1.06 Cr,Faridabad,Unavailable
Audi,Q3,SUV,5 Seater,5 color,Petrol,Automatic,₹63.92 L,Faridabad,Unavailable
Audi,Q3 Sportback,SUV,5 Seater,4 color,Petrol,Automatic,₹65.41 L,Faridabad,Unavailable
Audi,Q5,SUV,5 Seater,4 color,Petrol,Automatic,₹84.65 L,Faridabad,Unavailable
Mercedes-Benz,AMG GLC43 Coupe,Coupe,5 Seater,5 color,Petrol,Automatic,₹1.28 Cr,Faridabad,Unavailable
Land Rover,Defender,SUV,5 Seater,6 color,Petrol,Automatic,₹2.39 Cr,Faridabad,Discontinued
Audi,A6,Sedan,5 Seater,5 color,Petrol,Automatic,₹70.92 L,Faridabad,Unavailable
Audi,e-tron,SUV,5 Seater,8 color,Electric,Automatic,₹1.32 Cr,Faridabad,Unavailable
Audi,A4,Sedan,5 Seater,5 color,Petrol,Automatic,₹54.04 L,Faridabad,Unavailable
Land Rover,Range Rover,SUV,7 Seater,8 color,Petrol,Automatic,₹2.75 Cr,Faridabad,Discontinued
Hyundai,Creta,SUV,5 Seater,11 color,Petrol,Manual,₹13.15 L,Ghaziabad,Available
Hyundai,Venue,SUV,5 Seater,4 color,Petrol,Manual,₹9.23 L,Ghaziabad,Available
Kia,Sonet,SUV,5 Seater,7 color,Petrol,Manual,₹9.85 L,Ghaziabad,Available
Kia,Syros,SUV,5 Seater,8 color,Petrol,Manual,₹10.74 L,Ghaziabad,Available
Maruti Suzuki,Baleno (2022-2025),Hatchback,5 Seater,6 color,Petrol,Manual,₹7.77 L,Ghaziabad,Available
Maruti Suzuki,Brezza,SUV,5 Seater,5 color,Petrol,Manual,₹9.89 L,Ghaziabad,Available
Maruti Suzuki,Grand Vitara,SUV,5 Seater,1 color,Petrol,Manual,₹13.25 L,Ghaziabad,Available
Mahindra,XUV700,SUV,7 Seater,5 color,Petrol,Manual,₹17.94 L,Ghaziabad,Available
Mahindra,Scorpio-N,SUV,7 Seater,3 color,Petrol,Manual,₹17.01 L,Ghaziabad,Available
Tata,Punch,SUV,5 Seater,2 color,Petrol,Manual,₹6.94 L,Ghaziabad,Available
Tata,Nexon,SUV,5 Seater,4 color,Petrol,Manual,₹10.20 L,Ghaziabad,Available
Hyundai,Grand i10 Nios,Hatchback,5 Seater,3 color,Petrol,Manual,₹7.01 L,Ghaziabad,Available
Hyundai,Aura,Sedan,5 Seater,1 color,CNG,Manual,₹8.78 L,Ghaziabad,Available
Maruti Suzuki,Wagon R,Hatchback,5 Seater,3 color,Petrol,Manual,₹6.57 L,Ghaziabad,Available
Maruti Suzuki,Swift,Hatchback,5 Seater,4 color,Petrol,Manual,₹7.49 L,Ghaziabad,Available
Maruti Suzuki,Celerio,Hatchback,5 Seater,6 color,Petrol,Manual,₹6.22 L,Ghaziabad,Available
Renault,Triber (2019-2025),MPV/MUV,7 Seater,2 color,Petrol,Manual,₹7.12 L,Ghaziabad,Available
Renault,Kwid,Hatchback,5 Seater,5 color,Petrol,Manual,₹5.94 L,Ghaziabad,Available
Renault,Kiger,SUV,5 Seater,5 color,Petrol,Manual,₹7.10 L,Ghaziabad,Available
Maruti Suzuki,XL6,SUV,6 Seater,6 color,Petrol,Manual,₹13.71 L,Ghaziabad,Available
Maruti Suzuki,Ertiga (2022-2025),MPV/MUV,7 Seater,6 color,Petrol,Manual,₹11.74 L,Ghaziabad,Available
Toyota,Glanza,Hatchback,5 Seater,5 color,Petrol,Manual,₹11.27 L,Ghaziabad,Available
Hyundai,i20 N Line,Hatchback,5 Seater,7 color,Petrol,Manual,₹13.38 L,Ghaziabad,Available
Honda,City,Sedan,5 Seater,6 color,Petrol,Automatic,₹16.71 L,Ghaziabad,Available
Maruti Suzuki,Alto K10,Hatchback,5 Seater,6 color,Petrol,Manual,₹5.73 L,Ghaziabad,Available
Hyundai,Venue N-Line,SUV,5 Seater,5 color,Petrol,Manual,₹14.35 L,Ghaziabad,Available
Hyundai,Tucson,SUV,5 Seater,5 color,Petrol,Automatic,₹34.24 L,Ghaziabad,Available
Maruti Suzuki,Eeco,Minivan/Van,5 Seater,5 color,Petrol,Manual,₹6.90 L,Ghaziabad,Available
Skoda,Kushaq,SUV,5 Seater,10 color,Petrol,Manual,₹17.56 L,Ghaziabad,Available
Toyota,Rumion,SUV,7 Seater,5 color,Petrol,Automatic,₹14.21 L,Ghaziabad,Available
Honda,Elevate,SUV,5 Seater,7 color,Petrol,Manual,₹14.63 L,Ghaziabad,Available
Hyundai,Exter,SUV,5 Seater,1 color,Petrol,Manual,₹7.03 L,Ghaziabad,Available
Maruti Suzuki,Fronx,SUV,5 Seater,6 color,Petrol,Manual,₹8.63 L,Ghaziabad,Available
Maruti Suzuki,Invicto,SUV,7 Seater,4 color,Petrol,Automatic,₹29.52 L,Ghaziabad,Available
Hyundai,Verna,Sedan,5 Seater,7 color,Petrol,Automatic,₹19.13 L,Ghaziabad,Available
Tata,Harrier,SUV,5 Seater,2 color,Diesel,Manual,₹22.11 L,Ghaziabad,Available
Toyota,Urban Cruiser Hyryder,SUV,5 Seater,11 color,Petrol,Automatic,₹20.08 L,Ghaziabad,Available
Kia,Seltos,SUV,5 Seater,7 color,Petrol,Manual,₹13.32 L,Ghaziabad,Available
Kia,Carens,SUV,7 Seater,7 color,Petrol,Manual,₹13.50 L,Ghaziabad,Available
Toyota,Innova Crysta,SUV,8 Seater,5 color,Diesel,Manual,₹23.44 L,Ghaziabad,Available
Skoda,Slavia,Sedan,5 Seater,4 color,Petrol,Manual,₹15.93 L,Ghaziabad,Available
Mahindra,Thar Roxx,SUV,5 Seater,3 color,Petrol,Automatic,₹19.06 L,Ghaziabad,Available
Hyundai,Alcazar,SUV,7 Seater,8 color,Petrol,Manual,₹17.65 L,Ghaziabad,Available
MG,Gloster,SUV,6 Seater,1 color,Diesel,Automatic,₹50.07 L,Ghaziabad,Available
Hyundai,IONIQ 5,SUV,5 Seater,3 color,Electric,Automatic,₹52.77 L,Ghaziabad,Available
Honda,Amaze,Sedan,5 Seater,6 color,Petrol,Manual,₹9.36 L,Ghaziabad,Available
Tata,Tigor,Sedan,5 Seater,2 color,Petrol,Manual,₹6.95 L,Ghaziabad,Available
Mahindra,Thar,SUV,4 Seater,3 color,Diesel,Manual,₹14.12 L,Ghaziabad,Available
Toyota,Fortuner,SUV,7 Seater,8 color,Diesel,Manual,₹43.06 L,Ghaziabad,Available
Volkswagen,Virtus,Sedan,5 Seater,7 color,Petrol,Manual,₹13.49 L,Ghaziabad,Available
MG,Astor,SUV,5 Seater,1 color,Petrol,Manual,₹17.80 L,Ghaziabad,Available
Toyota,Fortuner Legender,SUV,7 Seater,1 color,Diesel,Automatic,₹52.54 L,Ghaziabad,Available
Mahindra,Bolero Neo,SUV,7 Seater,5 color,Diesel,Manual,₹11.74 L,Ghaziabad,Available
Maruti Suzuki,S-Presso,SUV,4 Seater,6 color,Petrol,Manual,₹5.71 L,Ghaziabad,Available
Tata,Tiago,Hatchback,5 Seater,2 color,Petrol,Manual,₹5.83 L,Ghaziabad,Available
Maruti Suzuki,Ignis,Hatchback,5 Seater,6 color,Petrol,Manual,₹6.76 L,Ghaziabad,Available
Hyundai,i20,Hatchback,5 Seater,5 color,Petrol,Manual,₹8.74 L,Ghaziabad,Available
Volkswagen,Taigun,SUV,5 Seater,6 color,Petrol,Manual,₹13.76 L,Ghaziabad,Available
Maruti Suzuki,Jimny,SUV,4 Seater,5 color,Petrol,Manual,₹14.84 L,Ghaziabad,Available
Skoda,Kylaq,SUV,5 Seater,4 color,Petrol,Manual,₹9.62 L,Ghaziabad,Available
